user_id,items
108,"[(904, 4.975863628826239), (2502, 4.878945842223639), (318, 4.877555065504771), (1250, 4.8181440072920445), (912, 4.780509491123084), (750, 4.7802094759645195), (7361, 4.751766512834849), (1198, 4.744861512472804), (38061, 4.73161870618242), (1225, 4.720969425305211)]"
109,"[(858, 4.203520476832348), (750, 4.132665819788622), (2959, 4.0987195067711975), (4144, 4.083795190629356), (260, 4.052115980876554), (1242, 4.046997880018266), (1197, 4.028659153301021), (1193, 4.022670424151951), (1210, 4.018845703775382), (7361, 4.014290930707579)]"
110,"[(3451, 4.418047769576779), (2160, 4.379055736404725), (1262, 4.370903292846011), (1283, 4.338938705188011), (7153, 4.319814900826757), (1248, 4.307825013454074), (318, 4.2975041732810215), (858, 4.29747375549387), (1213, 4.281744476903251), (912, 4.268452594525652)]"
111,"[(80549, 4.760505869254298), (899, 4.743509253614215), (922, 4.6933315749492515), (2502, 4.660722157656644), (1270, 4.659982223829317), (1148, 4.593061622751781), (1104, 4.486736985074039), (56788, 4.470703155611857), (74510, 4.469561276282974), (1234, 4.468930416154183)]"
112,"[(4027, 4.6241156211037255), (1197, 4.4399279545542765), (912, 4.427903826977818), (750, 4.425233087596264), (1704, 4.421893217813498), (1204, 4.394081124624814), (318, 4.391592626460123), (741, 4.356939788146047), (1208, 4.347180381569817), (3508, 4.322871066862642)]"
113,"[(7153, 4.802378359479092), (4993, 4.7645646657474465), (5952, 4.716459872278725), (4226, 4.6352525338814345), (2959, 4.634637567155942), (2324, 4.619561401613074), (1704, 4.55701380993847), (110, 4.546725856232735), (1408, 4.526630369965604), (2019, 4.5205117362983795)]"
114,"[(1196, 4.196204208972111), (318, 4.171681292607382), (50, 4.058414530971491), (858, 4.046616371994651), (904, 4.020968291288854), (48516, 3.9732620283891134), (1080, 3.956068563582217), (4011, 3.933682263118454), (2959, 3.921187163618079), (1206, 3.9188830020224588)]"
115,"[(1201, 4.786794143077791), (1242, 4.700829838067825), (1276, 4.69573984090107), (858, 4.690874833176763), (4011, 4.659663828396016), (54503, 4.623717192374277), (1262, 4.620536292051748), (2160, 4.604273531873202), (1213, 4.603727542833028), (1225, 4.597313674548545)]"
116,"[(1104, 4.327022909940822), (1258, 4.229763834009365), (3793, 4.22057619815722), (750, 4.1940571357278404), (3275, 4.179248663761187), (904, 4.170868870366607), (7361, 4.1663933480305175), (112852, 4.158496203784322), (922, 4.142963216289587), (1617, 4.1360033114026225)]"
117,"[(1136, 4.318847393488922), (1223, 4.306135845564084), (750, 4.263852248003633), (1208, 4.2211271597157785), (898, 4.218074279525893), (858, 4.2165954313412755), (1252, 4.208963475718993), (4144, 4.2080454280969075), (1221, 4.207886818869025), (1276, 4.2057713332804)]"
118,"[(4973, 4.4465691631624065), (1204, 4.440889265512147), (908, 4.417664139804048), (750, 4.406823120443132), (1262, 4.403230150408791), (1223, 4.395865245510895), (1207, 4.362577794863974), (1276, 4.344081106564359), (5618, 4.340799870970051), (912, 4.3182972638341885)]"
119,"[(750, 4.861706470332324), (912, 4.83811560573528), (1089, 4.830150773545101), (2019, 4.818685876266817), (50, 4.814495852936551), (1104, 4.8112532013116365), (4011, 4.799895002337122), (1252, 4.7935460333355255), (2160, 4.784867185554182), (1201, 4.781133318197628)]"
120,"[(318, 4.506363430051242), (5618, 4.460711660777896), (1196, 4.419149141122182), (1197, 4.360226253901004), (1104, 4.351795711618426), (1237, 4.343580008216566), (541, 4.341181552530963), (750, 4.305393717413039), (904, 4.2969330099805925), (7153, 4.296647879090974)]"
121,"[(2959, 4.227864419900047), (858, 4.203831919427035), (1197, 4.192398716825662), (2858, 4.179713288761059), (1104, 4.149357764828323), (3451, 4.1451823209482015), (1208, 4.1448222052838695), (750, 4.09447794159651), (904, 4.082367997605671), (1148, 4.077074279252951)]"
122,"[(527, 5), (1258, 5), (2858, 5), (904, 5), (2324, 5), (4226, 5), (750, 5), (5618, 5), (541, 5), (1193, 5)]"
123,"[(1204, 4.5641235214502265), (1223, 4.563275336446381), (1104, 4.526228656028264), (1272, 4.524867741426336), (951, 4.52346048572583), (5690, 4.522401194208201), (750, 4.494777066828607), (50, 4.489272342419157), (1197, 4.4824699896482265), (111, 4.481216511710304)]"
124,"[(2324, 4.702607055717286), (5690, 4.6047915088160725), (741, 4.603708998225304), (6807, 4.5941054360076645), (1104, 4.587718104564897), (2019, 4.563347532597907), (858, 4.554383023415673), (922, 4.546193211471598), (2160, 4.545316182601836), (1204, 4.544831670938062)]"
125,"[(951, 4.643519013076327), (527, 4.637560271781209), (1199, 4.624975690245383), (2329, 4.570983201066801), (3451, 4.568151374185144), (1198, 4.551846595785825), (80906, 4.529439818891983), (1136, 4.52778863866717), (1196, 4.525721955347035), (1203, 4.518074112532523)]"
126,"[(1261, 4.275617101548288), (951, 4.238247995388922), (904, 4.206965226162089), (58559, 4.149639683855535), (2324, 4.125528210949672), (1223, 4.124927338783896), (1704, 4.11828231699081), (750, 4.109524817013162), (912, 4.106178810191084), (1199, 4.088038056845867)]"
127,"[(1223, 3.966774221549732), (1204, 3.9099980489428705), (1242, 3.872173549439691), (750, 3.8680287879075705), (922, 3.8652211355951254), (1235, 3.8592162746358154), (908, 3.8580268142070033), (1199, 3.85018615479898), (904, 3.839122978942462), (1258, 3.832905824241339)]"
128,"[(1204, 4.829218913984826), (1104, 4.804836842692725), (6350, 4.752964010982677), (750, 4.7511232342601595), (922, 4.734090643993197), (6377, 4.718400728534484), (142488, 4.708077576838512), (1242, 4.695896317444426), (81834, 4.691766283903274), (5690, 4.687962760444431)]"
129,"[(2324, 4.7848287676123515), (898, 4.7754598215869635), (899, 4.724179072504872), (904, 4.697134776626354), (4973, 4.68903412005348), (1223, 4.680092969914226), (142488, 4.587056975371651), (1217, 4.584767871091514), (1258, 4.579202327305233), (58559, 4.571814493842097)]"
130,"[(1217, 4.401197385982236), (1193, 4.389744238987398), (2324, 4.367312377608078), (922, 4.355656994694752), (2959, 4.348659043779395), (1233, 4.324008516368287), (3508, 4.320204432492818), (6104, 4.31453016452207), (1250, 4.314319826572004), (1104, 4.3128839850546585)]"
131,"[(1208, 3.860217562807694), (3030, 3.8467133748502746), (922, 3.8289319378520528), (1041, 3.8255015699330936), (750, 3.817454118061663), (898, 3.807407051149451), (1204, 3.7936376514552577), (1945, 3.793478857752596), (4995, 3.7864278867382413), (1248, 3.775122741749553)]"
132,"[(1204, 3.835494398917482), (1242, 3.81706204280504), (1193, 3.806869824028624), (1617, 3.7987499617782277), (1148, 3.788094813824121), (1104, 3.755029500412451), (1283, 3.748766196701908), (5690, 3.7486845383467644), (3508, 3.7353575108942376), (1945, 3.7347431725101394)]"
133,"[(750, 3.789142307482513), (1204, 3.771915256678624), (3275, 3.764678355479909), (1223, 3.7388238772039704), (1262, 3.7319998622280464), (913, 3.720607196232917), (2019, 3.7131157538025725), (58559, 3.6929640321090975), (56782, 3.6681769676465077), (48516, 3.660803867587737)]"
134,"[(951, 4.546186269734418), (318, 4.528653946550803), (1261, 4.5100951218790915), (3451, 4.480282814285091), (3468, 4.453469677694939), (913, 4.429775890455459), (912, 4.429135872469039), (1237, 4.396431271216214), (1197, 4.392955548638152), (904, 4.392656549457161)]"
135,"[(50, 4.78517016307716), (1262, 4.6937582723865905), (1193, 4.637062747465812), (6874, 4.535771781297104), (923, 4.534586986559158), (750, 4.516435099964239), (1028, 4.511084679011331), (778, 4.5051574964674925), (1172, 4.491910551968045), (1357, 4.487057377174136)]"
136,"[(2329, 4.577623997306057), (4995, 4.481465635757966), (1223, 4.4724311386294255), (318, 4.44483116804973), (8874, 4.4371597681320925), (6787, 4.367094664562683), (55765, 4.365508888045455), (247, 4.361486623233517), (951, 4.360825121299603), (6440, 4.344900352248548)]"
137,"[(1104, 4.518485263948484), (3451, 4.474886852809888), (3435, 4.4474931202970485), (1223, 4.430717131300312), (1276, 4.425082670146422), (3468, 4.407633960200176), (38061, 4.391893836721349), (3037, 4.391357558717752), (7361, 4.388509503896611), (1041, 4.386100077250386)]"
138,"[(318, 4.4530457270252946), (2324, 4.412169190850585), (48516, 4.406135538636024), (4144, 4.398834485024602), (33166, 4.392729668860872), (296, 4.333150012718729), (4306, 4.323070414317767), (899, 4.318758182192428), (92259, 4.318588263060157), (741, 4.315958046927426)]"
139,"[(1197, 3.242751245445794), (1234, 3.192880923408844), (1148, 3.116102845753438), (2067, 3.089243152434473), (922, 3.0869497546563442), (912, 3.063867104916201), (110, 3.056669366037343), (908, 3.0425631479065354), (750, 3.03946674967715), (1617, 3.026981135940602)]"
140,"[(56782, 4.223941188389606), (2959, 4.2193049945006145), (720, 4.207348728181586), (922, 4.165338678364808), (175, 4.154723522594189), (1041, 4.139848095832393), (1283, 4.126137852397705), (2329, 4.121858059752412), (1261, 4.118844485452546), (78499, 4.110125798322383)]"
141,"[(750, 4.295253781809185), (720, 4.226504600272622), (1217, 4.194084494280653), (898, 4.179639395522597), (48780, 4.165489566177539), (1204, 4.126546836233797), (3451, 4.126247835356262), (1237, 4.11735906609217), (148626, 4.1164774888582), (5690, 4.105907413504851)]"
142,"[(2324, 4.644679850363147), (318, 4.618729457554668), (2959, 4.606880404683516), (2858, 4.582230250731328), (1198, 4.577409655976252), (750, 4.56689706560822), (904, 4.56617809499492), (1089, 4.562308566225001), (1204, 4.546972699127191), (7361, 4.525954969433642)]"
143,"[(1270, 4.2809177419948545), (142488, 4.264837301240432), (318, 4.211840592988925), (260, 4.208854883058786), (1356, 4.138966013730567), (1197, 4.129414683297116), (68358, 4.109878111632185), (8132, 4.0996956716713155), (7153, 4.086977380254716), (1233, 4.077789143592572)]"
144,"[(2324, 4.539834781910037), (318, 4.497122467525275), (904, 4.37739161765551), (1242, 4.346281014754515), (1673, 4.2707677914768), (56782, 4.268298970023869), (2580, 4.253501050480199), (260, 4.253460652250159), (6711, 4.251848848358951), (48516, 4.250927135440757)]"
145,"[(527, 4.255676665620204), (1148, 4.235665655714642), (1136, 4.184889453049769), (148626, 4.184322423778802), (593, 4.174532741711218), (750, 4.1676487428289954), (1204, 4.167232764100029), (4226, 4.164260256667531), (1223, 4.161205489279092), (5690, 4.150149660121827)]"
146,"[(318, 4.567691192714122), (858, 4.340413841959148), (260, 4.313373634472617), (2959, 4.303226907916679), (750, 4.217870826968777), (1248, 4.212776095496867), (296, 4.184541744647384), (1204, 4.173732232917033), (1258, 4.165174170857963), (48516, 4.159875083033876)]"
147,"[(899, 4.419933268252903), (2324, 4.412228056964432), (2762, 4.383960758604166), (2160, 4.353615019660543), (2959, 4.350413985122466), (720, 4.31664754827924), (589, 4.3152600675301205), (56782, 4.315147437892183), (2571, 4.303534962802227), (1223, 4.29899149137203)]"
148,"[(112552, 4.346929844684354), (1136, 4.345328055378274), (750, 4.238547155500677), (1041, 4.230189081692591), (1213, 4.211245095525342), (2160, 4.207112239166707), (898, 4.199814384947123), (1250, 4.191839494828175), (58, 4.191670378962313), (56782, 4.180702940093109)]"
149,"[(1204, 3.8304028645742485), (720, 3.8130991523580726), (318, 3.7841007511736073), (904, 3.7670957262713944), (898, 3.726417431552836), (2020, 3.6960353277877642), (1617, 3.681852366947682), (111, 3.6604007260899802), (148626, 3.6401406826244944), (922, 3.633277156986318)]"
150,"[(912, 4.770266469436891), (858, 4.704462704187444), (318, 4.676261369415204), (1204, 4.622294861135652), (898, 4.606364794085806), (913, 4.580764725172991), (750, 4.5617407851016285), (1247, 4.5510414128876455), (356, 4.546684162473512), (260, 4.5126183464457945)]"
151,"[(356, 4.8421741444570285), (318, 4.8038783384403985), (296, 4.794326639210619), (1204, 4.709382391341503), (1252, 4.694762255910414), (260, 4.693912825883832), (3275, 4.693574979485267), (2019, 4.648864139842401), (2959, 4.643359351396967), (904, 4.625460150456538)]"
152,"[(356, 4.498133839256041), (912, 4.489231114315079), (1217, 4.455503990028517), (2324, 4.4504292898506845), (1233, 4.433316124579565), (1242, 4.412937454907659), (1223, 4.404994497496696), (913, 4.4029590032494434), (2160, 4.389535053099769), (1237, 4.38594532883136)]"
153,"[(541, 3.6732702459742423), (1223, 3.377327177981063), (1261, 3.249760481132988), (30749, 3.231252586013346), (1104, 3.216783712783302), (1244, 3.1998930398075274), (1233, 3.187813404717519), (951, 3.186408433900838), (5902, 3.1546349483235128), (68157, 3.147516582169038)]"
154,"[(1197, 5), (2324, 5), (922, 5), (898, 4.985439791381525), (1204, 4.964247846579945), (318, 4.963305891063404), (246, 4.9434613554121), (908, 4.932503930881179), (1247, 4.930696589319027), (858, 4.926773149591711)]"
155,"[(750, 4.687661858708042), (1204, 4.663513445706844), (898, 4.612759435094038), (1223, 4.548475879630443), (1104, 4.534221526248911), (908, 4.510713104804319), (38061, 4.496623305137931), (904, 4.496474877859629), (1136, 4.477193475355164), (7361, 4.473117711429218)]"
156,"[(3451, 4.5360189238403255), (1203, 4.529352453943915), (7361, 4.447731544889417), (741, 4.425163808436716), (1283, 4.404164911136427), (1214, 4.38295543317645), (1104, 4.371799064798212), (1261, 4.370928390289218), (1945, 4.366081676291909), (48780, 4.332658315164638)]"
157,"[(750, 4.624800308803959), (296, 4.513721221095169), (1204, 4.456300573076874), (50, 4.451126309914094), (318, 4.449838362881346), (1196, 4.432012213245249), (1208, 4.428213990647976), (2019, 4.408884107918089), (260, 4.391393898539321), (1223, 4.377334574098003)]"
158,"[(318, 4.540655818107154), (1197, 4.457600472007602), (50, 4.44648054655646), (2959, 4.438799647630971), (1223, 4.398261443168961), (4993, 4.384855712551959), (88163, 4.378403260439568), (527, 4.367541534400007), (168252, 4.3666011189660425), (48516, 4.363266640106146)]"
159,"[(898, 4.13289778020763), (1272, 4.080402302099152), (1237, 4.05414225219869), (969, 4.0402544579724236), (1283, 3.9754894242311427), (8961, 3.9703337933131415), (5690, 3.9435378609293763), (1276, 3.9419140488856144), (1204, 3.9411315396819067), (58559, 3.928226816625738)]"
160,"[(318, 4.965835032182914), (1262, 4.42414044561385), (78499, 4.394897245393824), (1193, 4.3630496414765885), (555, 4.178187825987634), (223, 4.175820294813714), (1203, 4.168138109775131), (357, 4.1477749336122365), (3148, 4.1426644251018265), (1207, 4.133275682018692)]"
161,"[(296, 4.723006873737029), (904, 4.647896622454897), (541, 4.618892140347689), (593, 4.608733238684271), (933, 4.602504342012027), (2959, 4.598600498317168), (1104, 4.589475213402397), (177593, 4.559346413992605), (903, 4.53870987904967), (5618, 4.536094850230069)]"
162,"[(1223, 5), (3451, 4.984348427965007), (2324, 4.97541036204387), (750, 4.972478164520166), (951, 4.940370430929546), (3468, 4.920757387486997), (1250, 4.897211568458382), (4995, 4.886174701178712), (720, 4.872146540320676), (1212, 4.870728068035467)]"
163,"[(750, 4.137213980874655), (318, 4.096634676755493), (2571, 4.030368454672976), (1221, 4.021812174353689), (527, 4.015725030884109), (296, 4.014616705551455), (1223, 4.000997722750274), (1136, 3.991532607878017), (50, 3.9837555344708435), (951, 3.9828151402614345)]"
164,"[(318, 5), (912, 5), (741, 4.910412560777278), (3275, 4.860728781689532), (922, 4.858306259625721), (1208, 4.845591007367772), (260, 4.839926527301175), (1247, 4.830320122797877), (2160, 4.8297828333727235), (1209, 4.826925553151849)]"
165,"[(912, 4.280621071026551), (720, 4.263413924005255), (593, 4.259211024858253), (1248, 4.244111081736762), (527, 4.234014505865021), (4226, 4.23117669242002), (318, 4.2288007648483195), (356, 4.227385875671167), (2959, 4.208084256145567), (6711, 4.207463047265782)]"
166,"[(1237, 4.688390680974897), (1223, 4.6850602786328714), (1136, 4.658436565558177), (148626, 4.648825354336899), (3508, 4.610646635422053), (58559, 4.601259867248225), (1104, 4.5975566677971935), (1267, 4.595063144269888), (898, 4.585065016727544), (1213, 4.583884681953605)]"
167,"[(1704, 4.367656271148503), (1225, 4.334671475764744), (1237, 4.283345862956817), (3481, 4.278211199211892), (1204, 4.276352579905308), (32, 4.259320464213742), (5618, 4.250315325276678), (79132, 4.250015643705671), (48516, 4.231982606896305), (951, 4.231749767307942)]"
168,"[(2959, 5), (318, 5), (922, 4.925696422271389), (31658, 4.903572256849368), (3429, 4.882643871417192), (1104, 4.880237833131518), (898, 4.865125588456328), (5500, 4.863943130973341), (3147, 4.862743104451812), (2973, 4.85452487472513)]"
169,"[(296, 5), (608, 5), (1198, 5), (1208, 5), (48516, 5), (750, 5), (1276, 5), (78499, 5), (2160, 5), (1217, 5)]"
170,"[(2959, 4.4305128218850784), (7361, 4.353717712267418), (4226, 4.259038242361764), (1248, 4.2526386115999655), (912, 4.240922213435012), (5690, 4.231606507694025), (1203, 4.222328359816027), (2160, 4.22199280336793), (48516, 4.216290299308855), (50, 4.205154784581509)]"
171,"[(356, 5), (441, 5), (527, 5), (2959, 5), (898, 5), (904, 5), (912, 5), (930, 5), (1084, 5), (1203, 5)]"
172,"[(1204, 4.723542760356357), (1223, 4.62104255086016), (912, 4.57967214093559), (1250, 4.516326574730077), (858, 4.465503720844285), (1276, 4.460666056205749), (1217, 4.458898209581345), (1208, 4.458202048453354), (318, 4.452225071653581), (922, 4.444455598017361)]"
173,"[(912, 4.466523343822087), (1104, 4.432133482028929), (1252, 4.378052727788278), (1233, 4.321914396304286), (1136, 4.287992499780489), (1223, 4.285134838407567), (1276, 4.249347702089272), (56782, 4.233744702226514), (2019, 4.232828703472817), (4993, 4.210755642121831)]"
174,"[(260, 4.616015949651083), (1237, 4.539114382886911), (1249, 4.529392599824083), (4973, 4.527061521946193), (48516, 4.514077174114207), (1201, 4.51255985486057), (899, 4.504019827216723), (1270, 4.48555201046648), (1196, 4.478695031671646), (1217, 4.47030777654268)]"
175,"[(318, 4.657120846943105), (2571, 4.538076743172537), (50, 4.521509420957617), (38061, 4.521303883870307), (741, 4.507180573165273), (1223, 4.488711732498731), (2959, 4.461499268427692), (4226, 4.461222152528704), (4973, 4.460594928931488), (3508, 4.442449537109343)]"
176,"[(1223, 4.954314257067665), (527, 4.925519332823759), (1250, 4.881830955625099), (750, 4.877356965998386), (356, 4.861144219997136), (1203, 4.850523916574641), (1261, 4.849979027617141), (3451, 4.8304119162894175), (912, 4.806987488592657), (1213, 4.806757173029349)]"
177,"[(1217, 4.374789393004838), (1234, 4.347027814886282), (3508, 4.337244919168136), (913, 4.2879804540788795), (27801, 4.278925387904863), (475, 4.267744978986928), (307, 4.257808172995911), (3266, 4.249499129238063), (4973, 4.235229404700499), (1172, 4.2145010239357426)]"
178,"[(750, 4.707930193195259), (2324, 4.700769273600958), (904, 4.695294368585655), (1089, 4.6818498321651605), (1204, 4.663386543424506), (78499, 4.6204543727553045), (1197, 4.616318419494413), (1233, 4.616199355643828), (1283, 4.611116635157799), (858, 4.607031850367036)]"
179,"[(912, 4.864584226174377), (1217, 4.7707693489677725), (1104, 4.726919350181523), (1204, 4.716387178938919), (899, 4.6922323022256816), (1197, 4.683681678702076), (58559, 4.680915726572528), (922, 4.679153439332895), (48516, 4.67081523103623), (1193, 4.66708052409062)]"
180,"[(898, 4.309761484059626), (858, 4.253624954263575), (904, 4.246305744480825), (318, 4.20340377653065), (1204, 4.194009888044801), (3037, 4.173933836537857), (1225, 4.170915899046998), (1201, 4.16712248337149), (922, 4.165854703570236), (3468, 4.164697136315548)]"
181,"[(527, 4.237410332366046), (318, 4.131914062921378), (1223, 4.010713463945417), (1207, 3.9774010403500437), (3147, 3.975145885690812), (56782, 3.9552246997697176), (48516, 3.908495747836999), (1291, 3.9030533579182993), (3201, 3.8898757426085555), (1208, 3.861065747584091)]"
182,"[(3030, 4.748443737239279), (1248, 4.513929739926391), (910, 4.504983531621442), (3508, 4.425915765926569), (6502, 4.424381971305819), (1217, 4.384421630427642), (48516, 4.382456841670909), (7387, 4.376475193566364), (2019, 4.3451580079020236), (78499, 4.34074158842465)]"
183,"[(1148, 4.5559380349218666), (1197, 4.5371166407586685), (1223, 4.536218655144221), (593, 4.5142611345847685), (2959, 4.513788553733606), (7361, 4.51015372107038), (720, 4.4746391731139), (356, 4.472955553656214), (1203, 4.440906317485194), (527, 4.428565918801639)]"
184,"[(296, 4.974748858614902), (2324, 4.699308103008707), (2959, 4.660311384855614), (3275, 4.628460017628959), (4144, 4.625446722383466), (318, 4.623460108264401), (1213, 4.613227917684738), (1104, 4.538585222014061), (1089, 4.534222849115151), (48516, 4.528871860888302)]"
185,"[(912, 4.413452400983936), (1248, 4.390403872246388), (296, 4.308792732146351), (58559, 4.302176727205538), (48516, 4.301812246516308), (50, 4.283638555251378), (318, 4.278789315208487), (2959, 4.223144646095346), (1228, 4.214175802009848), (246, 4.211568280585812)]"
186,"[(904, 4.831252593052447), (1104, 4.8054198123206255), (3468, 4.791030997066598), (1223, 4.764281529160593), (1276, 4.762112540523015), (951, 4.7548211812648455), (7153, 4.741613373046702), (858, 4.703060829222171), (1233, 4.702403215117509), (142488, 4.701961415713441)]"
187,"[(1225, 4.755617284377763), (858, 4.733858206432196), (908, 4.5976043847806904), (1178, 4.59167125046159), (1249, 4.581432710249532), (1221, 4.527382037619972), (1207, 4.520743823814824), (5060, 4.52031667842849), (1276, 4.500509660187495), (2788, 4.495865020285864)]"
188,"[(527, 5), (6377, 5), (4011, 5), (1204, 4.9909349427884955), (318, 4.954631180734757), (1225, 4.936374558966778), (1248, 4.920028179061833), (8961, 4.911275893333627), (2329, 4.895666027094386), (2959, 4.88533608073544)]"
189,"[(1197, 4.465517558271725), (750, 4.45974945900805), (858, 4.454656237845833), (1250, 4.439606586448945), (1204, 4.439390213065095), (1136, 4.353183333779448), (2858, 4.35211230485768), (4878, 4.343733100160578), (3037, 4.335545333318898), (1104, 4.332378791130097)]"
190,"[(1204, 4.5546867245479365), (750, 4.52988805331176), (1208, 4.483593560279323), (296, 4.440122763983995), (1104, 4.429128147474117), (912, 4.420057888193694), (48516, 4.392613699739413), (1719, 4.386442286565359), (2788, 4.384592248346561), (608, 4.383602306129967)]"
191,"[(858, 4.927403845183826), (1248, 4.782655584032094), (527, 4.700634796940243), (741, 4.694666594139952), (1748, 4.68710394792582), (2329, 4.641578001981387), (2959, 4.633683909137195), (912, 4.626230403096812), (4226, 4.623478939433493), (7361, 4.623226874736064)]"
192,"[(1252, 4.930358458743869), (750, 4.884192842698997), (1250, 4.810908822308463), (951, 4.80634204476349), (904, 4.805526625387774), (1233, 4.792878393926524), (1104, 4.785949999500493), (720, 4.770923220806508), (5690, 4.754870360279027), (50, 4.7518082337573535)]"
193,"[(1136, 4.431975888746636), (750, 4.330598703374355), (1252, 4.330241980146896), (7361, 4.312187863806181), (1223, 4.312154276494268), (110, 4.2532817074172256), (912, 4.250562921282724), (1104, 4.216704186500304), (1203, 4.213595815031136), (48516, 4.192387066733001)]"
194,"[(318, 4.456485243501661), (2959, 4.411782374256753), (1204, 4.351044303585162), (296, 4.336899083136521), (5618, 4.3325334672435085), (922, 4.311523390760949), (260, 4.309408666689675), (7153, 4.2872990140486875), (858, 4.284712220523479), (6874, 4.272214085279297)]"
195,"[(1200, 4.340082991025538), (47, 4.304726287471778), (4973, 4.296235999554857), (5618, 4.274922928858084), (3275, 4.256084143778936), (1197, 4.238324928517226), (858, 4.236694383835948), (3836, 4.215282159698447), (1246, 4.198013800457971), (1215, 4.191501464463006)]"
196,"[(318, 4.596084666545979), (260, 4.460777749667579), (50, 4.433661976987558), (3147, 4.426040555457124), (1213, 4.416000446546234), (1197, 4.4012246169415), (2160, 4.400495101547197), (112552, 4.391221219526377), (1196, 4.3887926683381), (741, 4.385528484384235)]"
197,"[(2324, 4.642358291981655), (2959, 4.604493024815771), (1258, 4.590594254352758), (1199, 4.506549106002299), (47, 4.483731689969191), (1235, 4.478777273523322), (1148, 4.475739127893023), (46578, 4.47550477353928), (1617, 4.4700034120344645), (38061, 4.452963931443557)]"
198,"[(700, 4.31587592747904), (919, 4.311901628333543), (68954, 4.288005133635437), (858, 4.266821539449961), (2502, 4.24909094343627), (246, 4.229869181071441), (1242, 4.220598932318145), (33166, 4.218512400486785), (112852, 4.202678027964014), (30707, 4.201110311045887)]"
199,"[(4993, 4.5120288423361306), (1221, 4.378258314400781), (4642, 4.3638006108394585), (3114, 4.360266235362782), (1225, 4.2861650239405), (1203, 4.2850685317042245), (1201, 4.237502407458151), (5952, 4.234132835074616), (1394, 4.230356056705462), (1732, 4.210876095683412)]"
200,"[(5971, 4.704377567233477), (778, 4.686869814259544), (1104, 4.6854178290577195), (1201, 4.664976665985907), (904, 4.66225883253361), (922, 4.639040752659579), (112552, 4.633046957724134), (750, 4.611363058656245), (589, 4.610108261577321), (27773, 4.605411367212907)]"
201,"[(318, 5), (6377, 4.917199046599089), (168252, 4.893909399001804), (48516, 4.891371681953221), (750, 4.863053892284001), (2959, 4.851075006381932), (1204, 4.842480214294143), (1225, 4.831649652646721), (1262, 4.828083934093454), (904, 4.824916293879403)]"
202,"[(7361, 4.6875745022106505), (904, 4.5652687897279565), (1213, 4.545610668181581), (4878, 4.515975317171482), (527, 4.514968373183664), (38061, 4.500248264181849), (58559, 4.476294658341875), (1223, 4.474962150920145), (1228, 4.469420720847839), (1245, 4.457090742137044)]"
203,"[(1104, 4.629731680289315), (904, 4.586961461471618), (1225, 4.568764323383683), (1198, 4.504856657444725), (260, 4.4999308646900165), (2959, 4.498063140951054), (48516, 4.464139743485522), (2067, 4.4591841659272475), (1196, 4.449978808932748), (858, 4.44667536562144)]"
204,"[(318, 4.661748313817406), (2324, 4.604370381689458), (1204, 4.59349853280552), (356, 4.554947459321004), (1198, 4.5468042066133805), (1283, 4.525741814215945), (78499, 4.516173955650936), (1704, 4.499533316515254), (912, 4.482840890198729), (5690, 4.451638372097489)]"
205,"[(2329, 4.4383890137530875), (2959, 4.43819573323798), (318, 4.416365062162347), (2571, 4.408882200635256), (2542, 4.392113594680478), (1223, 4.3751056470485015), (593, 4.367938856232343), (750, 4.361553029231238), (1104, 4.358470534761324), (904, 4.34710881105271)]"
206,"[(858, 4.905260950097775), (48516, 4.805297683173941), (1208, 4.8021829490662755), (912, 4.784015740617919), (908, 4.727691658516198), (318, 4.723186503517252), (1252, 4.7216903102249645), (296, 4.716792079595263), (1247, 4.716605583466879), (1261, 4.715518652122002)]"
207,"[(527, 4.235449006548032), (1204, 4.172797777926147), (318, 4.15931401955279), (1136, 4.130376888159559), (2959, 4.079134052085091), (593, 4.062268138292918), (858, 4.061470650683873), (296, 4.055698190890855), (1249, 4.0230535887362615), (912, 4.014091536698877)]"
208,"[(858, 4.3439429657364235), (912, 4.323047707382937), (2959, 4.312395378672508), (4973, 4.287877049841129), (1249, 4.247606800040154), (1197, 4.2441481534979), (318, 4.242796741687042), (4878, 4.221311214594909), (1262, 4.196340348143381), (1235, 4.192164597562944)]"
209,"[(1225, 4.932549479821951), (904, 4.819438634767929), (1104, 4.785683273826513), (3451, 4.714583241511883), (1197, 4.678783605718297), (1201, 4.677625452216065), (541, 4.666863155570243), (912, 4.644006841405432), (750, 4.643558777839995), (50, 4.640917225443073)]"
210,"[(1223, 4.924161065640188), (750, 4.8704973203924435), (933, 4.8581516848764705), (1704, 4.855131486727624), (1291, 4.852721283923365), (318, 4.832375336056671), (1197, 4.799325270343839), (2078, 4.780454779059455), (1204, 4.742296788578431), (922, 4.741565409291425)]"
211,"[(5618, 4.491567475761085), (48516, 4.487140827890142), (1199, 4.481731757890708), (750, 4.461610850793376), (898, 4.448856349513648), (246, 4.445321611458713), (1193, 4.426855926515468), (1089, 4.424354685443368), (1197, 4.412232170156234), (2324, 4.411845569265274)]"
212,"[(1223, 4.367802043065813), (142488, 4.2426092909910285), (910, 4.229307190956989), (951, 4.220553712783384), (1262, 4.19035949540913), (926, 4.187383562771712), (38061, 4.186148327335041), (1281, 4.1725357427578444), (904, 4.171118323686168), (1041, 4.167544745596706)]"
